APC,HCPCS Code,Description,Payment Rate
5674,85097; 86891; 88309; 88319; 88333; 88348; 88362; 89258; 89272; 89280,Bone marrow interpretation; Autologous blood op salvage; Tissue exam by pathologist; Enzyme histochemistry; Path consltj surg cyto xm 1; Electron microscopy dx; Nerve teasing preparations; Cryopreservation embryo(s); Extended culture of oocytes; Assist oocyte fertilization,$819.29 
5691,95115; 95117; 95144; 95145; 95146; 95165; 95170; 96361; 96366; 96370; 96375; 96377; 96379; 96423; 96549; G0008; G0009; G0010; G0012,Immunotherapy one injection; Immunotherapy injections; Antigen therapy services; Antigen therapy services; Antigen therapy services; Antigen therapy services; Antigen therapy services; Hydrate iv infusion add-on; Ther/proph/diag iv inf addon; Sc ther infusion addl hr; Tx/pro/dx inj new drug addon; Applicaton on-body injector; Unl ther/prop/diag inj/inf; Chemo ia infuse each addl hr; Unlisted chemotherapy px; Admin influenza virus vac; Admin pneumococcal vaccine; Admin hepatitis b vaccine; Injection of hiv prep drug,$45.26 
5692,90471; 90473; 95147; 95148; 95149; 96367; 96371; 96372; 96401; 96402; 96405; 96411; 96415; 96417,Immunization admin; Immune admin oral/nasal; Antigen therapy services; Antigen therapy services; Antigen therapy services; Tx/proph/dg addl seq iv inf; Sc ther infusion reset pump; Ther/proph/diag inj sc/im; Chemo anti-neopl sq/im; Chemo hormon antineopl sq/im; Chemo intralesional up to 7; Chemo iv push addl drug; Chemo iv infusion addl hr; Chemo iv infus each addl seq,$67.12 
5693,36598; 96360; 96365; 96369; 96373; 96374; 96406; 96521; 96522,Inj w/fluor eval cv device; Hydration iv infusion init; Ther/proph/diag iv inf init; Sc ther infusion up to 1 hr; Ther/proph/diag inj ia; Ther/proph/diag inj iv push; Chemo intralesional over 7; Refill/maint portable pump; Refill/maint pump/resvr syst,$204.22 
5694,0540T; 36593; 37195; 67028; 67516; 92977; 95990; 96409; 96413; 96416; 96420; 96422; 96425; 96440; 96446; 96450; 96542; C8957; G0498,"Car-t cll admn autologous; Declot vascular device; Thrombolytic therapy stroke; Injection eye drug; Sprchoroidal spc njx rx agt; Dissolve clot heart vessel; Spin/brain pump refil & main; Chemo iv push sngl drug; Chemo iv infusion 1 hr; Chemo prolong infuse w/pump; Chemo ia push tecnique; Chemo ia infusion up to 1 hr; Chemotherapy infusion method; Chmotx admn plrl cav thrcnts; Chemotx admn pertl cav impl; Chemotherapy into cns; Chemotherapy injection; Prolonged iv inf, req pump; Chemo extend iv infus w/pump",$322.68 
5721,0212T; 0272T; 0273T; 0278T; 0464T; 0736T ; 0766T; 0778T; 0783T; 43755; 50686; 51703; 51784; 53660; 91065; 91200; 91299; 92274; 92517; 92518; 92537; 92538; 92540; 92544; 92546; 92550; 92553; 92557; 92570; 92572; 92579; 92582; 92584; 92601; 92602; 92603; 92604; 92620; 92622; 92625; 92626; 92640; 93025; 93702; 93740; 93799; 93923; 93924; 94010; 94011; 94150; 94450; 94680; 94727; 94728; 94762; 94775; 94776; 94799; 95700; 95800; 95806; 95863; 95864; 95866; 95872; 95875; 95907; 95921; 95937; 95999; 96112; G0398; G0399,Compre audiometry evaluation; Interrogate crtd sns dev; Interrogate crtd sns w/pgrmg; Tempr; Visual ep test for glaucoma; Colonic lavage 35+l water    ; Tc mag stimj pn 1st nerve; Smmg cncrnt appl imu snr; Tc auriculr neurostimulation; Dx gastr intub w/asp specs; Measure ureter pressure; Insert bladder cath complex; Anal/urinary muscle study; Dilation of urethra; Breath hydrogen/methane test; Liver elastography; Unlisted dx gi procedure; Multifocal erg w/i&r; Vemp test i&r cervical; Vemp test i&r ocular; Caloric vstblr test w/rec; Caloric vstblr test w/rec; Basic vestibular evaluation; Optokinetic nystagmus test; Sinusoidal rotational test; Tympanometry & reflex thresh; Audiometry air & bone; Comprehensive hearing test; Acoustic immitance testing; Staggered spondaic word test; Visual audiometry (vra); Conditioning play audiometry; Electrocochleography; Cochlear implt f/up exam <7; Reprogram cochlear implt <7; Cochlear implt f/up exam 7/>; Reprogram cochlear implt 7/>; Auditory function 60 min; Dx aly aud oi snd prcsr 1st; Tinnitus assessment; Eval aud funcj 1st hour; Aud brainstem implt programg; Microvolt t-wave assess; Bis xtracell fluid analysis; Temperature gradient studies; Unlisted cv svc/procedure; Upr/lxtr art stdy 3+ lvls; Lwr xtr vasc stdy bilat; Breathing capacity test; Spirometry up to 2 yrs old; Vital capacity test; Hypoxia response curve; Exhaled air analysis o2; Pulm function test by gas; Airwy resist by oscillometry; Measure blood oxygen level; Ped home apnea rec hk-up; Ped home apnea rec downld; Unlisted pulmonary svc/px; Eeg cont rec w/vid eeg tech; Slp stdy unattended; Sleep study unatt&resp efft; Muscle test 3 limbs; Muscle test 4 limbs; Muscle test hemidiaphragm; Muscle test one fiber; Limb exercise test; Nvr cndj tst 1-2 studies; Autonomic nrv parasym inervj; Neuromuscular junction test; Unlisted neurological dx px; Devel tst phys/qhp 1st hr; Home sleep test/type 2 porta; Home sleep test/type 3 porta,$148.83 
5722,0509T; 0598T; 0807T; 0808T; 43753; 43754; 51741; 54240; 76936; 90867; 90868; 90869; 91037; 91117; 91120; 91122; 91132; 92235; 92240; 92242; 92273; 92512; 92516; 92519; 92545; 92562; 92587; 92588; 92651; 92652; 92653; 92950; 93017; 93229; 94012; 94015; 94060; 94070; 94375; 94621; 94681; 94726; 95705; 95706; 95707; 95711; 95712; 95812; 95813; 95816; 95819; 95822; 95857; 95867; 95868; 95869; 95908; 95909; 95910; 95924; 95925; 95926; 95927; 95930; 96002; 96003; 96116; 96130; G0303; G0400,Pattern erg w/i&r; Ncntc r-t fluor wnd img 1st; Pulm tiss vntj alys prev ct; Pulm tiss vntj alys w/ct; Tx gastro intub w/asp; Dx gastr intub w/asp spec; Electro-uroflowmetry first; Penis study; Echo guide for artery repair; Tcranial magn stim tx plan; Tcranial magn stim tx deli; Tcran magn stim redetemine; Esoph imped function test; Colon motility 6 hr study; Rectal sensation test; Anal pressure record; Electrogastrography; Fluorescein angrph mltiframe; Icg angiography i&r uni/bi; Fluorescein&icg angiography; Full field erg w/i&r; Nasal function studies; Facial nerve function test; Vemp tst i&r cervical&ocular; Oscillating tracking test; Loudness balance test; Evoked auditory test limited; Evoked auditory tst complete; Aep hearing status deter i&r; Aep thrshld est mlt freq i&r; Aep neurodiagnostic i&r; Heart/lung resuscitation cpr; Cardiovascular stress test; Remote 30 day ecg tech supp; Spirmtry w/brnchdil inf-2 yr; Patient recorded spirometry; Evaluation of wheezing; Evaluation of wheezing; Respiratory flow volume loop; Cardiopulm exercise testing; Exhaled air analysis o2/co2; Pulm funct tst plethysmograp; Eeg w/o vid 2-12 hr unmntr; Eeg wo vid 2-12hr intmt mntr; Eeg w/o vid 2-12hr cont mntr; Veeg 2-12 hr unmonitored; Veeg 2-12 hr intmt mntr; Eeg 41-60 minutes; Eeg extnd mntr 61-119 min; Eeg awake and drowsy; Eeg awake and asleep; Eeg coma or sleep only; Cholinesterase challenge; Muscle test cran nerv unilat; Muscle test cran nerve bilat; Muscle test thor paraspinal; Nrv cndj tst 3-4 studies; Nrv cndj tst 5-6 studies; Nrv cndj test 7-8 studies; Ans parasymp & symp w/tilt; Somatosensory testing; Somatosensory testing; Somatosensory testing; Visual ep test cns w/i&r; Dynamic surface emg; Dynamic fine wire emg; Nubhvl xm phys/qhp 1st hr; Psycl tst eval phys/qhp 1st; Pre-op service lvrs 10-15dos; Home sleep test/type 4 porta,$299.06 
5723,0541T; 0779T; 76145; 90870; 91010; 91020; 91022; 91030; 91034; 91035; 91038; 91040; 92230; 92577; 93660; 94013; 94772; 95070; 95076; 95708; 95709; 95710; 95713; 95714; 95715; 95805; 95807; 95824; 95911; 95912; 95913; 95929; 95938; 95954; 96000; 96132; C9787; G0302; G0304; G0305; G2000,Myocardial imaging mcg; Gi myoelectrical actv study; Med physic dos eval rad exps; Electroconvulsive therapy; Esophagus motility study; Gastric motility studies; Duodenal motility study; Acid perfusion of esophagus; Gastroesophageal reflux test; G-esoph reflx tst w/electrod; Esoph imped funct test > 1hr; Esoph balloon distension tst; Fluorescein angioscopy i&r; Stenger test speech; Tilt table evaluation; Meas lung vol thru 2 yrs; Breath recording infant; Bronchial allergy tests; Ingest challenge ini 120 min; Eeg wo vid ea 12-26hr unmntr; Eeg w/o vid ea 12-26hr intmt; Eeg w/o vid ea 12-26hr cont; Veeg 2-12 hr cont mntr; Veeg ea 12-26 hr unmntr; Veeg ea 12-26hr intmt mntr; Multiple sleep latency test; Sleep study attended; Eeg cerebral death only; Nrv cndj test 9-10 studies; Nrv cndj test 11-12 studies; Nrv cndj test 13/> studies; C motor evoked lwr limbs; Somatosensory testing; Eeg monitoring/giving drugs; Motion analysis video/3d; Nrpsyc tst eval phys/qhp 1st; Gastric ep mapg simult pt sx ; Pre-op service lvrs complete; Pre-op service lvrs 1-9 dos; Post op service lvrs min 6; Blinded conv. tx mdd clin tr,$510.68 
5724,0720T; 51101; 75580; 95004; 95044; 95716; 95782; 95783; 95808; 95810; 95811; 95928; 95939; 95958; 95961; 95965; 95966; 96001; C9793,Prq elc nrv stim cn wo implt; Drain bladder by trocar/cath; N-invas est c ffr sw aly cta; Percut allergy skin tests; Allergy patch tests; Veeg ea 12-26hr cont mntr; Polysom <6 yrs 4/> paramtrs; Polysom <6 yrs cpap/bilvl; Polysom any age 1-3> param; Polysom 6/> yrs 4/> param; Polysom 6/>yrs cpap 4/> parm; C motor evoked uppr limbs; C motor evoked upr&lwr limbs; Eeg monitoring/function test; Electrode stimulation brain; Meg spontaneous; Meg evoked single; Motion test w/ft press meas; Pre-plan 3d model w/ccta,$996.18 
5731,0358T; 0521T; 0555T; 0631T; 20560; 20561; 20979; 76514; 86077; 86485; 86486; 86580; 86976; 86999; 88106; 88160; 88161; 88300; 88302; 88363; 92499; 92700; 93050; 93291; 93998; 95017; 95027; 95199; 96146; 97810; 97813; 99473; G0117; G0237; G0238; G0404; G2011; Q0091,"Bia whole body; Interrog dev eval wcs ip; B1 str&fx rsk transmis data; Tc vis lit hyperspectral img; Ndl insj w/o njx 1 or 2 musc; Ndl insj w/o njx 3+ musc; Us bone stimulation; Echo exam of eye thickness; Phys blood bank serv xmatch; Skin test candida; Skin test unlisted antign ea; Tb intradermal test; Rbc serum pretx id dilution; Unlisted transfusion med px; Cytopath fl nongyn filter; Cytopath smear other source; Cytopath smear other source; Surgical path gross; Tissue exam by pathologist; Xm archive tissue molec anal; Unlisted oph svc/procedure; Unlisted orl service/px; Art pressure waveform analys; Interrog dev eval scrms ip; Unlistd noninvas vasc dx std; Perq & icut allg test venoms; Icut allergy titrate-airborn; Unlisted all/immlg svc/px; Psycl/nrpsyc tst auto result; Acupunct w/o stimul 15 min; Acupunct w/stimul 15 min; Self-meas bp pt educaj/train; Glaucoma scrn hgh risk direc; Therapeutic procd strg endur; Oth resp proc, indiv; Ekg tracing for initial prev; Alcohol/sub misuse assess; Obtaining screen pap smear",$28.37 
5732,0106T; 0107T; 0109T; 0208T; 0209T; 0210T; 0211T; 0330T; 0379T; 0485T; 0486T; 0640T; 86510; 86901; 86906; 86932; 86945; 88104; 88108; 88321; 92228; 92260; 92285; 92317; 92354; 92355; 92563; 92567; 92568; 92571; 92575; 92576; 92596; 93242; 93246; 94780; 95012; 95018; 95028; 95065; 96127; 96900; 97037; G0118; G0239; G0293; G0294; Q0035,"Touch quant sensory test; Vibrate quant sensory test; Heat quant sensory test; Audiometry air only; Audiometry air & bone; Speech audiometry threshold; Speech audiom thresh & recog; Tear film img uni/bi w/i&r; Vis field assmnt tech suppt; Oct mid ear i&r unilateral; Oct mid ear i&r bilateral; Ncntc ifr spctrsc o/t pad 1; Histoplasmosis skin test; Blood typing serologic rh(d); Bld typing serologic rh phnt; Frozen blood freeze/thaw; Blood product/irradiation; Cytopath fl nongyn smears; Cytopath concentrate tech; Consltj&reprt sld prep elswr; Img rta detc/mntr ds phy/qhp; Ophthalmodynamometry; External ocular photography; C-lens fitg tech corneosclrl; Fitg spect low vis 1system; Fitg spect lw vis cmpnd lens; Tone decay hearing test; Tympanometry; Acoustic refl threshold tst; Filtered speech hearing test; Sensorineural acuity test; Synthetic sentence test; Ear protector evaluation; Ext ecg>48hr<7d recording; Ext ecg>7d<15d recording; Cars/bd tst inft-12mo 60 min; Exhaled nitric oxide meas; Perq&ic allg test drugs/biol; Icut allergy test-delayed; Nose allergy test; Brief emotional/behav assmt; Ultraviolet light therapy; Appl modality 1+lllt po pain; Glaucoma scrn hgh risk direc; Oth resp proc, group; Non-cov surg proc,clin trial; Non-cov proc, clinical trial; Cardiokymography",$38.21 
5733,0108T; 0347T; 0506T; 0507T; 0559T; 0561T; 0563T; 0658T; 0716T; 0731T; 0740T; 0794T; 11719; 11720; 11721; 17340; 29131; 29260; 29280; 29550; 51792; 51798; 57150; 69209; 69210; 86490; 86880; 86904; 86970; 86978; 88313; 88329; 92025; 92060; 92066; 92081; 92082; 92132; 92133; 92134; 92145; 92201; 92202; 92227; 92229; 92265; 92283; 92326; 92352; 92353; 92358; 92371; 92555; 92556; 92565; 92583; 93005; 93041; 93226; 93278; 93668; 94200; 94619; 94625; 94626; 94690; 95024; 95052; 95249; 95801; 95803; 95933; 95981; 96523; 96910; 96912; G0127; P9100,Cool quant sensory test; Ins bone device for rsa; Mac pgmt opt dns meas hfp; Near ifr 2img mibmn glnd i&r; Antmc mdl 3d print 1st cmpnt; Antmc guide 3d print 1st gd; Evac meibomian glnd heat bi; Elec impd spectrsc 1+skn les; Car acous wavfrm rec cad rsk; Augmnt ai-based fcl phnt a/r; Rem auton alg nsln cal setup; Pt spec alg rx-onc tx option; Trim nail(s) any number; Debride nail 1-5; Debride nail 6 or more; Cryotherapy of skin; Application of finger splint; Strapping of elbow or wrist; Strapping of hand or finger; Strapping of toes; Urinary reflex study; Us urine capacity measure; Treat vagina infection; Remove impacted ear wax uni; Remove impacted ear wax uni; Coccidioidomycosis skin test; Coombs test direct; Blood typing patient serum; Rbc pretx incubatj w/chemicl; Rbc pretreatment serum; Special stains group 2; Path consltj drg surg; Cptrized corneal topography; Sensorimotor examination; Orthop traing supvj phys/qhp; Limited visual field xm; Intermediate visual field xm; Cmptr ophth dx img ant segmt; Cmptr ophth img optic nerve; Cptr ophth dx img post segmt; Corneal hysteresis deter; Opscpy extnd rta draw uni/bi; Opscpy extnd on/mac draw; Img rta detcj/mntr ds staff; Img rta detc/mntr ds poc aly; Ndl oculoelectromyography 1+; Extnd color vision xm; Replacement of contact lens; Fit aphakia spectcl monofocl; Fit aphakia spectcl multifoc; Aphakia prosth service temp; Rpr&refit spct prsth aphakia; Speech threshold audiometry; Speech audiometry complete; Stenger test pure tone; Select picture audiometry; Electrocardiogram tracing; Rhythm ecg tracing; Ecg monit/reprt up to 48 hrs; Ecg/signal-averaged; Peripheral vascular rehab; Lung function test (mbc/mvv); Exercise tst brncspsm wo ecg; Phy/qhp op pulm rhb w/o mntr; Phy/qhp op pulm rhb w/mntr; Exhaled air analysis; Icut allergy test drug/bug; Photo patch test; Cont gluc mntr pt prov eqp; Slp stdy unatnd w/anal; Actigraphy testing; Blink reflex test; Io anal gast n-stim subsq; Irrig drug delivery device; Photochemotherapy with uv-b; Photochemotherapy with uv-a; Trim nail(s); Pathogen test for platelets,$58.28 
5734,0110T; 0198T; 0207T; 0615T; 0780T; 11740; 11981; 29125; 29126; 29130; 29240; 29520; 29530; 30300; 30901; 30903; 30905; 36420; 36591; 36592; 36600; 41800; 46600; 46601; 51701; 51702; 51736; 53601; 53661; 65205; 65222; 67820; 69200; 76510; 86900; 91133; 92020; 92083; 92136; 92250; 92270; 92286; 92287; 92312; 92313; 92315; 92316; 92325; 92520; 92541; 92542; 92548; 92549; 92552; 93225; 93243; 93247; 93701; 93786; 93788; 93922; 94452; 94453; 94617; 94618; 94644; 94667; 94668; 95056; 95060; 95860; 95861; 95865; 95870; 95919; 95922; 95923; 95970; 96136; 99195; G0166,"Nos quant sensory test; Ocular blood flow measure; Clear eyelid gland w/heat; Eye mvmt alys w/o calbrj i&r; Instlj fecal microbiota ssp; Drain blood from under nail; Insertion drug dlvr implant; Apply forearm splint; Apply forearm splint; Application of finger splint; Strapping of shoulder; Strapping of hip; Strapping of knee; Remove nasal foreign body; Control of nosebleed; Control of nosebleed; Control of nosebleed; Venipuncture cutdown < 1 yr; Draw blood off venous device; Collect blood from picc; Withdrawal of arterial blood; Drainage of gum lesion; Diagnostic anoscopy spx; Diagnostic anoscopy; Insert bladder catheter; Insert temp bladder cath; Urine flow measurement; Dilate urethra stricture; Dilation of urethra; Remove foreign body from eye; Remove foreign body from eye; Revise eyelashes; Clear outer ear canal; Oph us dx b-scan&quan a-scan; Blood typing serologic abo; Electrogastrography w/test; Gonioscopy; Extended visual field xm; Ophthalmic biometry; Fundus photography w/i&r; Electro-oculography w/i&r; Ant sgm img i&r speclr mic; Ant sgm img ir flrscn angrph; Contact lens fitg aphakia ou; C-lens fitg corneosclrl lens; C-lens fitg tech aphakia 1; C-lens fitg tech aphakia ou; Modification of contact lens; Laryngeal function studies; Spontaneous nystagmus test; Positional nystagmus test; Cdp-sot 6 cond w/i&r; Cdp-sot 6 cond w/i&r mct&adt; Pure tone audiometry air; Ecg monit/reprt up to 48 hrs; Ext ecg>48hr<7d scan a/r; Ext ecg>7d<15d scan a/r; Bioimpedance cv analysis; Ambl bp mntr w/sw rec only; Ambl bp mntr w/sw a/r; Upr/l xtremity art 2 levels; Hast w/report; Hast w/oxygen titrate; Exercise tst brncspsm w/ecg; Pulmonary stress testing; Cbt 1st hour; Chest wall manipulation; Chest wall manipulation; Photosensitivity tests; Eye allergy tests; Muscle test one limb; Muscle test 2 limbs; Muscle test larynx; Muscle test nonparaspinal; Quan puplmtry phy/qhp uni/bi; Autonomic nrv adrenrg inervj; Autonomic nrv syst funj test; Alys npgt w/o prgrmg; Psycl/nrpsyc tst phy/qhp 1st; Phlebotomy; Extrnl counterpulse, per tx",$121.71 
5735,0232T; 0481T; 11980; 11982; 11983; 15860; 20665; 36425; 36680; 41250; 42809; 43752; 65210; 65220; 65430; 68200; 68801; 86975; 92284; 92311; 93024; 94014; 95180; 95905; 96138; G0516; G0517; G0518,"Njx platelet plasma; Njx autol wbc concentrate; Implant hormone pellet(s); Remove drug implant device; Remove/insert drug implant; Test for blood flow in graft; Rmvl tongs/halo anthr indiv; Venipuncture cutdown 1 yr/>; Insert needle bone cavity; Repair tongue laceration; Remove pharynx foreign body; Nasal/orogastric w/tube plmt; Remove foreign body from eye; Remove foreign body from eye; Corneal smear; Treat eyelid by injection; Dilate tear duct opening; Rbc serum pretx incubj drugs; Dx dark adaptation exam i&r; Contact lens fitg aphakia 1; Cardiac drug stress test; Patient recorded spirometry; Rapid desensitization; Motor &/ sens nrve cndj test; Psycl/nrpsyc tech 1st; Insert drug del implant, >=4; Remove drug implant; Remove w insert drug implant",$379.63 
5741,0417T; 0418T; 0522T; 0528T; 0529T; 0575T; 0576T; 0579T; 0605T; 0650T; 0696T; 0733T; 0741T; 0804T; 0812T; 0826T; 93260; 93261; 93270; 93279; 93280; 93281; 93282; 93283; 93284; 93285; 93288; 93289; 93290; 93292; 93293; 93296; 95836; 95976; 95982; 98976; 98977; 98978; 99454,Prgrmg eval cardiac modulj; Interro eval cardiac modulj; Prgrmg dev eval wcs ip; Prgrmg dev eval iims ip; Interrog dev eval iims ip; Prgrmg dev eval icds ss ip; Interrog dev eval icds ss ip; Rem interrog dev icds tech; Rem oct rta techl sprt min 8; Prgrmg dev eval scrms remote; Bdy surf mapg pm/cvdfb f/up; Rem r-t mtn nrehab ther sply; Rem auton alg nsln data coll; Prgrmg evl ldls pm 2chmbr ip; Rem mlt day uroflow dev sply; Prgrmg evl ldls pm 1chmbr ip; Prgrmg dev eval impltbl sys; Interrogate subq defib; Remote 30 day ecg rev/report; Prgrmg dev eval pm/ldls pm; Pm device progr eval dual; Pm device progr eval multi; Prgrmg eval implantable dfb; Prgrmg eval implantable dfb; Prgrmg eval implantable dfb; Prgrmg dev eval scrms ip; Interrog evl pm/ldls pm ip; Interrog device eval heart; Interrog dev eval icpms ip; Wcd device interrogate; Pm phone r-strip device eval; Rem interrog evl pm/ids; Ecog impltd brn npgt <30 d; Alys smpl cn npgt prgrmg; Io ga n-stim subsq w/reprog; Rem ther mntr dev sply resp; Rem ther mntr dv sply mscskl; Rem ther mntr dev sply cbt; Rem mntr physiol param dev,$35.93 
5742,0473T; 0589T; 0590T; 0788T; 0789T; 93150; 93151; 93153; 93271; 93750; 95971; 95972; 95977; 95983,Reprgrmg io rta eltrd ra; Elec alys smpl prgrmg iins; Elec alys cplx prgrmg iins; Elec aly smp iins sp/sac nrv; Elec aly cpx iins sp/sac nrv; Therapy activation ipnss; Interrog&prgrmg ipnss; Interrog w/o prgrmg ipnss; Ecg/monitoring and analysis; Interrogation vad in person; Alys smpl sp/pn npgt w/prgrm; Alys cplx sp/pn npgt w/prgrm; Alys cplx cn npgt prgrmg; Alys brn npgt prgrmg 15 min,$92.23 
5743,0472T; 62252; 62367; 62368; 62369; 62370; 93152; 93724; 93745; C9786,Prgrmg io rta eltrd ra; Csf shunt reprogram; Analyze spine infus pump; Analyze sp inf pump w/reprog; Anal sp inf pmp w/reprg&fill; Anl sp inf pmp w/mdreprg&fil; Interrog&prgrmg ipnss polysm; Analyze pacemaker system; Set-up cardiovert-defibrill; Echo cad for hf preserved ef,$284.59 
5771,93797; 93798; G0422; G0423,Cardiac rehab; Cardiac rehab/monitor; Intens cardiac rehab w/exerc; Intens cardiac rehab no exer,$125.90 
5781,92953; 92960; 92961; 99465,Temporary external pacing; Cardioversion electric ext; Cardioversion electric int; Nb resuscitation,$620.10 
5791,31720; 94610; 94640; 94642; 94660; 94664; 94669,Clearance of airways; Surfactant admin thru tube; Airway inhalation treatment; Aerosol inhalation treatment; Pos airway pressure cpap; Evaluate pt use of inhaler; Mechanical chest wall oscill,$203.22 
5801,94002; 94003; 94662,Vent mgmt inpat init day; Vent mgmt inpat subq day; Neg press ventilation cnp,$597.08 
5811,98925; 98926; 98927; 98928; 98929; 98940; 98941; 98942,Osteopath manj 1-2 regions; Osteopath manj 3-4 regions; Osteopath manj 5-6 regions; Osteopath manj 7-8 regions; Osteopath manj 9-10 regions; Chiropract manj 1-2 regions; Chiropract manj 3-4 regions; Chiropractic manj 5 regions,$24.72 
5821,0362T; 0373T; 90899; 96160; 96161; 96164; 96167; 97154; 97156; 97157; 97158; 99406; 99407; 99484; C7900; C7903; G0136; G0323; G0396; G0442; G0444; G0446; G0473,"Bhv id suprt assmt ea 15 min; Adapt bhv tx ea 15 min; Unlisted psyc svc/therapy; Pt-focused hlth risk assmt; Caregiver health risk assmt; Hlth bhv ivntj grp 1st 30; Hlth bhv ivntj fam 1st 30; Grp adapt bhv tx by tech; Fam adapt bhv tx gdn phy/qhp; Mult fam adapt bhv tx gdn; Grp adapt bhv tx by phy/qhp; Behav chng smoking 3-10 min; Behav chng smoking > 10 min; Care mgmt svc bhvl hlth cond; Hopd mntl hlt, 15-29 min; Hopd mntl hlt, grp; Adm of soc dtr assess 5-15 m; Care manage beh svs 20mins; Alcohol/subs interv 15-30mn; Annual alcohol screen 15 min; Depression screen annual; Intens behave ther cardio dx; Group behave couns 2-10",$27.34 
5822,90853; 90880; 96156; 97151; 97152; 97153; 99426; 99483; 99490; 99492; 99497; C7901; G0013; G0019; G0023; G0101; G0140; G0296; G0443; G0445; G0447; G0451; G2214,"Group psychotherapy; Hypnotherapy; Hlth bhv assmt/reassessment; Bhv id assmt by phys/qhp; Bhv id suprt assmt by 1 tech; Adaptive behavior tx by tech; Prin care mgmt staff 1st 30; Assmt & care pln pt cog imp; Chrnc care mgmt staff 1st 20; 1st psyc collab care mgmt; Advncd care plan 30 min; Hopd mntl hlt, 30-60 min; Hiv prep counsel, clin staff; Comm hlth intg svs sdoh 60mn; Pin service 60m per month; Ca screen;pelvic/breast exam; Nav srv peer sup 60 min pr m; Visit to determ ldct elig; Brief alcohol misuse counsel; High inten beh couns std 30m; Behavior counsel obesity 15m; Devlopment test interpt&rep; Init/sub psych care m 1st 30",$84.93 
5823,90791; 90792; 90832; 90834; 90837; 90839; 90845; 90846; 90847; 90849; 90865; 96158; 97155; 99487; 99493; G0397; G2086; G2087,"Psych diagnostic evaluation; Psych diag eval w/med srvcs; Psytx w pt 30 minutes; Psytx w pt 45 minutes; Psytx w pt 60 minutes; Psytx crisis initial 60 min; Psychoanalysis; Family psytx w/o pt 50 min; Family psytx w/pt 50 min; Multiple family group psytx; Narcosynthesis; Hlth bhv ivntj indiv 1st 30; Adapt behavior tx phys/qhp; Cplx chrnc care 1st 60 min; Sbsq psyc collab care mgmt; Alcohol/subs interv >30 min; Off base opioid tx 70min; Off base opioid tx, 60 m",$151.91 
